ID_OSOB;ID_GOSP;WOJ;PLEC;WIEK;TYP_RODZ;DOCHM;WYDM;EDU;KMZ
17941;220281221;Wielkopolskie;Kobieta;54;9:Pozostale;7610.5;4389.17;5;6
17946;220290121;Wielkopolskie;Mezczyzna;39;9:Pozostale;4116.6;2944.53;5;6
17974;220290621;Wielkopolskie;Mezczyzna;58;9:Pozostale;4702;2677.51;5;6
18039;220300811;Wielkopolskie;Mezczyzna;21;9:Pozostale;5218.49;2794.44;5;6
18045;220300921;Wielkopolskie;Mezczyzna;51;9:Pozostale;5313.41;3390.13;4;6
18100;220311111;Wielkopolskie;Kobieta;51;9:Pozostale;4115.31;3594.31;7;6
18126;220320421;Wielkopolskie;Kobieta;42;9:Pozostale;5280;4712.95;5;6
18130;220320521;Wielkopolskie;Kobieta;48;9:Pozostale;2656;1291.7;3;6
18177;220330321;Wielkopolskie;Mezczyzna;68;9:Pozostale;2703;1668.25;7;6
18182;220330411;Wielkopolskie;Kobieta;31;9:Pozostale;6832.1;6582.69;1;6
18195;220330911;Wielkopolskie;Kobieta;51;9:Pozostale;3259.5;4571.64;4;6
18209;220331021;Wielkopolskie;Mezczyzna;21;9:Pozostale;3216;4839.67;5;6
18228;220340311;Wielkopolskie;Mezczyzna;88;9:Pozostale;4388.9;2755.43;7;6
18289;220350521;Wielkopolskie;Mezczyzna;57;2:Malzenstwo bez dzieci;2200;1926.59;3;6
18296;220350721;Wielkopolskie;Mezczyzna;36;4:Malzenstwo +2;3659.89;1782.57;3;6
18325;220351212;Wielkopolskie;Mezczyzna;35;4:Malzenstwo +2;4314.52;6944.38;5;6
18354;220360521;Wielkopolskie;Mezczyzna;34;4:Malzenstwo +2;3807.8;2373.56;5;6
18356;220360611;Wielkopolskie;Mezczyzna;45;9:Pozostale;3556.4;3975.3;7;6
18391;220370111;Wielkopolskie;Kobieta;58;4:Malzenstwo +2;1542.5;1994.84;4;6
18409;220370511;Wielkopolskie;Kobieta;52;3:Malzenstwo +1;2020;2727.36;7;6
18470;220380621;Wielkopolskie;Mezczyzna;40;3:Malzenstwo +1;941.5;830;7;6
18471;220380621;Wielkopolskie;Kobieta;37;3:Malzenstwo +1;941.5;830;7;6
18474;220380721;Wielkopolskie;Kobieta;84;1:Osoba samotna;987;1068.44;7;6
18482;220380921;Wielkopolskie;Kobieta;77;1:Osoba samotna;937;881.55;7;6
18505;220390221;Wielkopolskie;Mezczyzna;29;4:Malzenstwo +2;1626;1962.02;5;6
18518;220390521;Wielkopolskie;Kobieta;53;2:Malzenstwo bez dzieci;1962;1729.58;5;6
18546;220400111;Wielkopolskie;Mezczyzna;34;9:Pozostale;1186.82;952.69;5;6
18556;220400321;Wielkopolskie;Kobieta;39;9:Pozostale;3128.28;1792.26;3;6
18585;220400911;Wielkopolskie;Kobieta;20;9:Pozostale;6300;4387.33;4;6
18638;220411021;Wielkopolskie;Kobieta;36;9:Pozostale;2516;1388.37;5;6
18660;220420121;Wielkopolskie;Kobieta;40;9:Pozostale;8601.41;2526.48;3;6
18670;220420421;Wielkopolskie;Kobieta;51;9:Pozostale;2564;2020.4;4;6
18676;220420611;Wielkopolskie;Kobieta;38;4:Malzenstwo +2;3356.55;2959.14;4;6
18678;220420621;Wielkopolskie;Kobieta;73;2:Malzenstwo bez dzieci;2804.5;2970.4;5;6
18700;220421121;Wielkopolskie;Mezczyzna;30;1:Osoba samotna;1333.34;1258.61;4;6
18703;220421211;Wielkopolskie;Kobieta;26;9:Pozostale;2317.61;3040.15;5;6
18786;220440711;Warminsko-mazurskie;Kobieta;55;2:Malzenstwo bez dzieci;1850.64;1745.9;7;6
18793;220440821;Warminsko-mazurskie;Kobieta;60;2:Malzenstwo bez dzieci;2228.16;2276.18;7;6
18815;220450221;Warminsko-mazurskie;Mezczyzna;31;9:Pozostale;1263.4;851.91;7;6
18842;220450912;Warminsko-mazurskie;Mezczyzna;52;6:Malzenstwo +4+;2772.82;2794.94;5;6
18872;220460621;Warminsko-mazurskie;Kobieta;23;9:Pozostale;1304.13;1338;7;6
18873;220460711;Warminsko-mazurskie;Kobieta;68;9:Pozostale;2679.27;1423.32;7;6
18914;220470421;Warminsko-mazurskie;Kobieta;21;5:Malzenstwo +3;2801.1;1851.72;4;6
18918;220470521;Warminsko-mazurskie;Kobieta;38;5:Malzenstwo +3;2455.68;1727.9;5;6
18951;220480411;Warminsko-mazurskie;Kobieta;34;4:Malzenstwo +2;9531.2;3658.8;1;6
18952;220480421;Warminsko-mazurskie;Mezczyzna;52;9:Pozostale;4671.8;3050.38;1;6
18983;220490111;Warminsko-mazurskie;Kobieta;55;2:Malzenstwo bez dzieci;1579;1221.51;7;6
18992;220490312;Warminsko-mazurskie;Kobieta;31;1:Osoba samotna;1025;550.91;3;6
19000;220490511;Warminsko-mazurskie;Kobieta;69;1:Osoba samotna;1300;1462.29;7;6
19016;220490911;Warminsko-mazurskie;Mezczyzna;47;3:Malzenstwo +1;2584.11;1781.83;5;6
19019;220491011;Warminsko-mazurskie;Mezczyzna;59;1:Osoba samotna;925.21;354.45;7;6
19023;220491111;Warminsko-mazurskie;Mezczyzna;38;5:Malzenstwo +3;6200.21;5025.75;3;6
19050;220500421;Warminsko-mazurskie;Mezczyzna;46;1:Osoba samotna;1500;826.68;7;6
19080;220501221;Warminsko-mazurskie;Mezczyzna;41;5:Malzenstwo +3;2452.6;2229.69;7;6
19083;220510111;Warminsko-mazurskie;Kobieta;73;9:Pozostale;2830.67;2019.92;7;6
19115;220520121;Warminsko-mazurskie;Mezczyzna;54;9:Pozostale;668;853.94;5;6
19129;220520411;Warminsko-mazurskie;Kobieta;51;9:Pozostale;2899;937.1;5;6
19133;220520412;Warminsko-mazurskie;Kobieta;30;4:Malzenstwo +2;2339.2;1358.95;4;6
19138;220520521;Warminsko-mazurskie;Kobieta;73;1:Osoba samotna;835.25;386.34;7;6
19139;220520522;Warminsko-mazurskie;Kobieta;47;5:Malzenstwo +3;2519.79;1859.72;3;6
19173;220530321;Warminsko-mazurskie;Mezczyzna;38;5:Malzenstwo +3;2857;3425.12;5;6
19185;220530811;Warminsko-mazurskie;Kobieta;32;7:Matka i dzieci;2000;1479.12;5;6
19244;220550111;Warminsko-mazurskie;Mezczyzna;47;3:Malzenstwo +1;1373.33;1051.22;7;6
19252;220550221;Warminsko-mazurskie;Kobieta;75;9:Pozostale;30300.21;3275.13;7;6
19257;220550311;Warminsko-mazurskie;Kobieta;34;9:Pozostale;1909;2277.22;7;6
19267;220550521;Warminsko-mazurskie;Kobieta;36;5:Malzenstwo +3;2456;2290.17;5;6
19314;220560421;Swietokrzyskie;Kobieta;66;9:Pozostale;545.8;2403.4;7;6
19318;220560521;Swietokrzyskie;Kobieta;41;9:Pozostale;6122;1740;5;6
19320;220560611;Swietokrzyskie;Mezczyzna;55;9:Pozostale;2754;1910.4;5;6
19330;220560721;Swietokrzyskie;Mezczyzna;25;9:Pozostale;2982.65;2696.56;3;6
19340;220560911;Swietokrzyskie;Mezczyzna;27;9:Pozostale;4867.8;2145.31;5;6
19349;220561121;Swietokrzyskie;Kobieta;65;9:Pozostale;3066.92;4142.9;7;6
19360;220570311;Swietokrzyskie;Kobieta;74;2:Malzenstwo bez dzieci;1378;1038.48;7;6
19388;220570811;Swietokrzyskie;Mezczyzna;53;9:Pozostale;484.32;1664.15;5;6
19414;220571221;Swietokrzyskie;Kobieta;71;2:Malzenstwo bez dzieci;1867.61;2513.82;7;6
19439;220580621;Swietokrzyskie;Mezczyzna;44;2:Malzenstwo bez dzieci;1200;1406.4;5;6
19454;220581111;Swietokrzyskie;Kobieta;65;9:Pozostale;2138.1;1447.2;7;6
19479;220590421;Swietokrzyskie;Kobieta;44;4:Malzenstwo +2;2535.4;2215.2;7;6
19482;220590511;Swietokrzyskie;Mezczyzna;60;9:Pozostale;3913.95;2156.76;7;6
19484;220590521;Swietokrzyskie;Mezczyzna;41;4:Malzenstwo +2;979;1165.28;5;6
19495;220590911;Swietokrzyskie;Kobieta;64;2:Malzenstwo bez dzieci;1527;1757.08;7;6
19499;220591112;Swietokrzyskie;Mezczyzna;73;9:Pozostale;1961;1294.13;7;6
19514;220600121;Swietokrzyskie;Mezczyzna;31;9:Pozostale;1097;577.7;5;6
19525;220600421;Swietokrzyskie;Mezczyzna;47;1:Osoba samotna;2762;988.8;7;6
19533;220600621;Swietokrzyskie;Kobieta;43;4:Malzenstwo +2;15185;1361.45;5;6
19540;220600722;Swietokrzyskie;Kobieta;36;3:Malzenstwo +1;6435.87;2123.53;7;6
19543;220600723;Swietokrzyskie;Kobieta;25;4:Malzenstwo +2;5011;2205.06;1;6
19559;220601211;Swietokrzyskie;Mezczyzna;59;9:Pozostale;2272;1025.5;7;6
19573;220610221;Swietokrzyskie;Kobieta;36;4:Malzenstwo +2;1463.3;1191.29;5;6
19575;220610311;Swietokrzyskie;Mezczyzna;33;4:Malzenstwo +2;4517.5;2256.92;5;6
19580;220610411;Swietokrzyskie;Kobieta;44;3:Malzenstwo +1;1717;1252.92;4;6
19611;220611121;Swietokrzyskie;Kobieta;31;4:Malzenstwo +2;2896;2227.67;5;6
19712;220640221;Swietokrzyskie;Kobieta;53;9:Pozostale;2660;2131.07;5;6
19721;220640411;Swietokrzyskie;Kobieta;54;1:Osoba samotna;546.09;637.33;7;6
19736;220640721;Swietokrzyskie;Kobieta;72;1:Osoba samotna;984;1197.45;7;6
19746;220641011;Swietokrzyskie;Mezczyzna;48;9:Pozostale;4268;5465.03;5;6
19758;220641221;Swietokrzyskie;Mezczyzna;22;9:Pozostale;2520.6;2621.69;3;6
19799;220651221;Swietokrzyskie;Kobieta;29;4:Malzenstwo +2;2302.9;1768.17;7;6
19836;220660921;Swietokrzyskie;Mezczyzna;65;9:Pozostale;1168;1359.35;7;6
19867;220670311;Swietokrzyskie;Kobieta;28;9:Pozostale;4830.5;3176.95;3;6
19934;220680321;Swietokrzyskie;Mezczyzna;59;2:Malzenstwo bez dzieci;2794.2;2051.62;5;6
19944;220680721;Swietokrzyskie;Mezczyzna;60;9:Pozostale;1677.1;1018.17;5;6
19973;220690211;Swietokrzyskie;Kobieta;50;4:Malzenstwo +2;554;755.41;7;6
20025;220700421;Swietokrzyskie;Mezczyzna;41;9:Pozostale;3489.5;1595.74;5;6
20069;220710611;Slaskie;Kobieta;58;9:Pozostale;4332;924.54;5;6
20078;220710711;Slaskie;Kobieta;52;9:Pozostale;4100;2159.98;3;6
20099;220711111;Slaskie;Mezczyzna;27;9:Pozostale;1753;1011.42;5;6
20103;220711121;Slaskie;Kobieta;28;9:Pozostale;6530;2246.04;5;6
20136;220720611;Slaskie;Kobieta;23;9:Pozostale;4179;4508.96;3;6
20177;220730421;Slaskie;Kobieta;59;9:Pozostale;3014.6;3567.99;5;6
20184;220730621;Slaskie;Kobieta;64;1:Osoba samotna;1113.8;4040.04;1;6
20203;220731111;Slaskie;Kobieta;67;9:Pozostale;2181.8;1628.13;7;6
20238;220740721;Slaskie;Mezczyzna;44;3:Malzenstwo +1;3500;2811.69;5;6
20272;220750221;Slaskie;Mezczyzna;49;9:Pozostale;2426.5;1750.91;3;6
20299;220750811;Slaskie;Mezczyzna;53;1:Osoba samotna;498.5;369.04;5;6
20311;220751021;Slaskie;Kobieta;58;2:Malzenstwo bez dzieci;1912;965.44;5;6
20318;220760111;Slaskie;Mezczyzna;62;1:Osoba samotna;750;1755.15;5;6
20322;220760211;Slaskie;Mezczyzna;51;2:Malzenstwo bez dzieci;1420;1328.45;5;6
20424;220780221;Slaskie;Kobieta;50;2:Malzenstwo bez dzieci;4200;3311.74;2;6
20429;220780511;Slaskie;Mezczyzna;43;3:Malzenstwo +1;3900.89;2223.51;3;6
20435;220780811;Slaskie;Mezczyzna;59;2:Malzenstwo bez dzieci;1803;835.95;3;6
20466;220790421;Slaskie;Mezczyzna;22;9:Pozostale;1200;1296.94;4;6
20509;220800521;Slaskie;Kobieta;46;9:Pozostale;3800;1573.24;3;6
20560;220810821;Slaskie;Mezczyzna;55;2:Malzenstwo bez dzieci;3300;2043.66;5;6
20588;220820411;Slaskie;Kobieta;39;2:Malzenstwo bez dzieci;4450;4651.89;1;6
20601;220820721;Slaskie;Kobieta;22;9:Pozostale;3850.92;4402.59;3;6
20610;220821011;Slaskie;Kobieta;57;2:Malzenstwo bez dzieci;4783;2730.69;4;6
20695;220850111;Slaskie;Mezczyzna;44;4:Malzenstwo +2;2326.67;1905.72;7;6
20726;220851121;Slaskie;Kobieta;27;9:Pozostale;1894.03;1253.99;5;6
20729;220851221;Slaskie;Mezczyzna;21;9:Pozostale;11575;3591.33;5;6
20756;220860911;Slaskie;Kobieta;71;9:Pozostale;2608;1357.76;5;6
20799;220870721;Slaskie;Kobieta;51;2:Malzenstwo bez dzieci;1867;1514.21;7;6
20828;220880321;Slaskie;Mezczyzna;34;9:Pozostale;3200;2324.25;3;6
20867;220890321;Slaskie;Kobieta;44;3:Malzenstwo +1;2500;1815.05;3;6
20886;220890821;Slaskie;Mezczyzna;31;3:Malzenstwo +1;2500;1797.85;5;6
20887;220890821;Slaskie;Kobieta;28;3:Malzenstwo +1;2500;1797.85;5;6
20895;220891011;Slaskie;Kobieta;22;9:Pozostale;4173.33;2843.32;4;6
20911;220900321;Slaskie;Kobieta;46;2:Malzenstwo bez dzieci;1910;1753.54;5;6
20937;220901111;Slaskie;Kobieta;40;9:Pozostale;4091;2088.85;3;6
20954;220910321;Slaskie;Mezczyzna;45;5:Malzenstwo +3;4900;5543.19;5;6
20966;220910611;Slaskie;Kobieta;33;9:Pozostale;4330;3853.3;3;6
20983;220910911;Slaskie;Mezczyzna;20;9:Pozostale;4400;3724.51;5;6
21004;220920221;Slaskie;Mezczyzna;52;9:Pozostale;2587;2606.18;5;6
21013;220920421;Slaskie;Kobieta;42;9:Pozostale;4739;3427.49;3;6
21024;220920721;Slaskie;Mezczyzna;34;9:Pozostale;2835;2390.72;5;6
21028;220920821;Slaskie;Mezczyzna;63;2:Malzenstwo bez dzieci;2991;2754;5;6
21042;220930111;Slaskie;Kobieta;30;9:Pozostale;3659.5;3438.28;5;6
21051;220930311;Slaskie;Mezczyzna;81;2:Malzenstwo bez dzieci;2161.06;1902.8;7;6
21055;220930411;Slaskie;Mezczyzna;47;3:Malzenstwo +1;3788;4290.79;3;6
21075;220931011;Slaskie;Mezczyzna;65;2:Malzenstwo bez dzieci;2066;2476.07;5;6
21088;220940211;Pomorskie;Kobieta;37;6:Malzenstwo +4+;12200;2680.52;5;6
21125;220940921;Pomorskie;Mezczyzna;26;9:Pozostale;5574;4235.5;5;6
21141;220941221;Pomorskie;Kobieta;21;9:Pozostale;4808.95;5162.6;4;6
21281;220971021;Pomorskie;Kobieta;49;7:Matka i dzieci;1177.13;2064.92;7;6
21284;220971211;Pomorskie;Mezczyzna;20;9:Pozostale;5963;6465.09;6;6
21288;220980121;Pomorskie;Mezczyzna;33;5:Malzenstwo +3;3260.94;2759.67;5;6
21309;220981011;Pomorskie;Mezczyzna;37;4:Malzenstwo +2;4811;4340.28;1;6
21327;220990321;Pomorskie;Mezczyzna;34;9:Pozostale;3903.8;5319.67;5;6
21342;220990811;Pomorskie;Kobieta;34;7:Matka i dzieci;1516.8;1066.42;5;6
21362;220991222;Pomorskie;Mezczyzna;35;3:Malzenstwo +1;3218;972.64;5;6
21402;221001021;Pomorskie;Kobieta;27;3:Malzenstwo +1;4604.5;3459.19;1;6
21410;221001221;Pomorskie;Kobieta;49;4:Malzenstwo +2;3211.29;2508.86;7;6
21423;221010311;Pomorskie;Mezczyzna;62;9:Pozostale;2567.4;2577.29;3;6
21431;221010511;Pomorskie;Mezczyzna;48;6:Malzenstwo +4+;2114;1084.33;5;6
21452;221011021;Pomorskie;Kobieta;56;2:Malzenstwo bez dzieci;3257.1;4012.77;3;6
21471;221020411;Pomorskie;Kobieta;77;1:Osoba samotna;1201.56;692.66;7;6
21494;221020911;Pomorskie;Kobieta;52;9:Pozostale;3826;2691.61;7;6
21497;221020921;Pomorskie;Kobieta;62;1:Osoba samotna;843.16;1406.51;7;6
21505;221021211;Pomorskie;Mezczyzna;22;9:Pozostale;3000;2033.35;3;6
21522;221030511;Pomorskie;Mezczyzna;52;3:Malzenstwo +1;3314;1975.77;5;6
21534;221030812;Pomorskie;Kobieta;28;3:Malzenstwo +1;3901;1923.61;3;6
21554;221040321;Pomorskie;Kobieta;32;4:Malzenstwo +2;3090.3;1169.67;1;6
21579;221040921;Pomorskie;Mezczyzna;45;4:Malzenstwo +2;9234;4847.37;5;6
21625;221050821;Pomorskie;Mezczyzna;52;9:Pozostale;2797.5;1527.27;7;6
21636;221051111;Pomorskie;Mezczyzna;47;9:Pozostale;3604.58;2702.3;3;6
21684;221061011;Pomorskie;Mezczyzna;34;9:Pozostale;5935.92;4682.21;3;6
21694;221061121;Pomorskie;Mezczyzna;38;4:Malzenstwo +2;5238.18;2275.69;3;6
21730;221071011;Pomorskie;Kobieta;47;9:Pozostale;2424.1;3044.19;7;6
21742;221080111;Pomorskie;Mezczyzna;58;9:Pozostale;637.5;5337.1;5;6
21750;221080221;Pomorskie;Mezczyzna;50;5:Malzenstwo +3;4919.51;3721.12;1;6
21785;221080922;Pomorskie;Kobieta;36;5:Malzenstwo +3;3004.19;4138.73;5;6
21815;221090421;Podlaskie;Kobieta;70;9:Pozostale;3762.07;1834.46;7;6
21847;221091121;Podlaskie;Mezczyzna;47;3:Malzenstwo +1;5668;3806.5;3;6
21851;221091211;Podlaskie;Mezczyzna;79;9:Pozostale;1811.33;1954.39;7;6
21862;221100411;Podlaskie;Mezczyzna;47;3:Malzenstwo +1;5145.44;6060.3;5;6
21871;221100521;Podlaskie;Kobieta;21;9:Pozostale;3408.28;3156.04;4;6
21884;221100911;Podlaskie;Mezczyzna;58;2:Malzenstwo bez dzieci;2649.98;1886.47;5;6
21887;221100921;Podlaskie;Kobieta;24;9:Pozostale;5141.5;4503.35;1;6
21904;221110211;Podlaskie;Mezczyzna;36;9:Pozostale;2210.97;1821.32;5;6
21908;221110411;Podlaskie;Mezczyzna;39;4:Malzenstwo +2;6556.17;5298.83;1;6
21916;221110721;Podlaskie;Kobieta;36;2:Malzenstwo bez dzieci;1277;1206.7;7;6
21929;221111121;Podlaskie;Mezczyzna;83;2:Malzenstwo bez dzieci;1860.53;800.48;7;6
21943;221120321;Podlaskie;Kobieta;77;2:Malzenstwo bez dzieci;3508;786.03;7;6
21978;221121221;Podlaskie;Kobieta;65;2:Malzenstwo bez dzieci;1268;1096.11;7;6
22018;221130911;Podlaskie;Kobieta;42;9:Pozostale;6727;3673.53;4;6
22048;221140211;Podlaskie;Kobieta;48;9:Pozostale;7138.75;2698.14;5;6
22052;221140221;Podlaskie;Kobieta;35;9:Pozostale;5318.9;3633.89;2;6
22087;221140921;Podlaskie;Kobieta;48;4:Malzenstwo +2;1747.16;1868.06;7;6
22107;221150221;Podlaskie;Kobieta;32;3:Malzenstwo +1;4610.61;2756.32;4;6
22121;221150611;Podlaskie;Mezczyzna;76;2:Malzenstwo bez dzieci;1406.21;424.04;7;6
22144;221151221;Podlaskie;Kobieta;47;9:Pozostale;6457.55;3552.45;5;6
22157;221160421;Podlaskie;Kobieta;58;1:Osoba samotna;954.2;974.87;5;6
22159;221160521;Podlaskie;Mezczyzna;33;9:Pozostale;2288.7;1188.06;7;6
22171;221160911;Podlaskie;Kobieta;75;1:Osoba samotna;712.91;547.61;7;6
22197;221170511;Podlaskie;Mezczyzna;48;9:Pozostale;3185;2116.5;3;6
22221;221170921;Podlaskie;Kobieta;52;9:Pozostale;1245;883.05;7;6
22250;221180511;Podlaskie;Kobieta;54;9:Pozostale;2727.9;1497.5;5;6
22267;221180911;Podlaskie;Kobieta;82;9:Pozostale;1297.1;991.97;7;6
22273;221181011;Podlaskie;Kobieta;53;9:Pozostale;864.15;4946.3;5;6
22274;221181011;Podlaskie;Kobieta;79;9:Pozostale;864.15;4946.3;7;6
22275;221181021;Podlaskie;Mezczyzna;32;9:Pozostale;4178.7;4044.05;7;6
22278;221181211;Podlaskie;Mezczyzna;43;9:Pozostale;8848.6;2649.21;5;6
22287;221190211;Podlaskie;Mezczyzna;45;9:Pozostale;9436.72;3908.26;5;6
22321;221191011;Podlaskie;Kobieta;20;4:Malzenstwo +2;7361.6;4111.77;4;6
22332;221191121;Podlaskie;Kobieta;21;6:Malzenstwo +4+;5339.6;3067.86;4;6
22358;221200521;Podlaskie;Kobieta;77;1:Osoba samotna;1046.21;698.09;7;6
22371;221200811;Podlaskie;Mezczyzna;50;9:Pozostale;3418;1361.53;5;6
22384;221201211;Podlaskie;Mezczyzna;46;5:Malzenstwo +3;4846.67;6465.12;3;6
22402;221210321;Podkarpackie;Kobieta;45;6:Malzenstwo +4+;1827.5;1741.41;7;6
22416;221210521;Podkarpackie;Mezczyzna;26;9:Pozostale;2604.5;1975.71;5;6
22443;221211211;Podkarpackie;Kobieta;59;3:Malzenstwo +1;3031;3539.33;3;6
22542;221230921;Podkarpackie;Kobieta;82;9:Pozostale;15486.3;7301.2;7;6
22544;221231011;Podkarpackie;Kobieta;58;9:Pozostale;3945.71;3658.54;7;6
22577;221240421;Podkarpackie;Kobieta;31;9:Pozostale;2709.13;2559.28;5;6
22581;221240611;Podkarpackie;Kobieta;52;9:Pozostale;2019.84;1930.82;7;6
22609;221241211;Podkarpackie;Mezczyzna;36;9:Pozostale;1187.73;1115.17;7;6
22611;221241221;Podkarpackie;Kobieta;45;5:Malzenstwo +3;3046.92;3025.8;3;6
22624;221250321;Podkarpackie;Kobieta;78;9:Pozostale;1799.31;1620.56;7;6
22639;221250711;Podkarpackie;Mezczyzna;32;4:Malzenstwo +2;2364.57;2013.64;5;6
22684;221260411;Podkarpackie;Mezczyzna;54;2:Malzenstwo bez dzieci;3072.5;3649.14;3;6
22717;221261221;Podkarpackie;Kobieta;68;9:Pozostale;4302;3405.63;5;6
22734;221270621;Podkarpackie;Kobieta;74;9:Pozostale;3696.11;3997.93;4;6
22742;221270811;Podkarpackie;Kobieta;79;9:Pozostale;4170.71;3714.12;7;6
22797;221280711;Podkarpackie;Mezczyzna;31;3:Malzenstwo +1;1632;1111.7;5;6
22802;221280721;Podkarpackie;Kobieta;41;9:Pozostale;2764.5;2700.62;5;6
22874;221291021;Podkarpackie;Kobieta;55;2:Malzenstwo bez dzieci;840.6;812.7;7;6
22884;221300121;Podkarpackie;Mezczyzna;33;9:Pozostale;5383.69;3394.1;1;6
22897;221300311;Podkarpackie;Kobieta;55;9:Pozostale;4240.26;1982.45;3;6
22919;221300711;Podkarpackie;Kobieta;30;9:Pozostale;2259.44;2126.53;8;6
22945;221310211;Podkarpackie;Mezczyzna;57;9:Pozostale;4669.9;3002.13;3;6
22948;221310211;Podkarpackie;Mezczyzna;32;9:Pozostale;4669.9;3002.13;5;6
22970;221310811;Podkarpackie;Kobieta;28;9:Pozostale;2753.8;1979.95;3;6
22978;221310921;Podkarpackie;Mezczyzna;52;9:Pozostale;351;12873.93;3;6
22983;221310921;Podkarpackie;Kobieta;20;9:Pozostale;351;12873.93;6;6
22984;221311011;Podkarpackie;Mezczyzna;58;9:Pozostale;1876.5;1708.09;5;6
23016;221320321;Podkarpackie;Kobieta;52;9:Pozostale;2134.7;2300.29;5;6
23019;221320421;Podkarpackie;Mezczyzna;46;9:Pozostale;1378;1651.44;5;6
23042;221320921;Podkarpackie;Kobieta;31;9:Pozostale;5028.72;4909.63;5;6
23059;221321221;Podkarpackie;Mezczyzna;47;9:Pozostale;4307.99;4062.6;5;6
23124;221340311;Podkarpackie;Kobieta;21;9:Pozostale;2001;1919.64;4;6
23144;221340811;Podkarpackie;Mezczyzna;37;4:Malzenstwo +2;2066.86;2301.92;1;6
23150;221340911;Podkarpackie;Kobieta;26;9:Pozostale;7434.93;4134.17;1;6
23163;221341211;Podkarpackie;Mezczyzna;25;9:Pozostale;1916;1993.22;1;6
23177;221350411;Podkarpackie;Mezczyzna;21;9:Pozostale;2279.22;1876.58;4;6
23184;221350511;Podkarpackie;Mezczyzna;82;9:Pozostale;1797.14;1651;7;6
23185;221350611;Podkarpackie;Mezczyzna;58;9:Pozostale;3353.1;2250.02;7;6
23202;221350821;Podkarpackie;Mezczyzna;26;9:Pozostale;4008.3;2254.53;7;6
23204;221350821;Podkarpackie;Kobieta;22;9:Pozostale;4008.3;2254.53;7;6
23227;221360111;Podkarpackie;Kobieta;32;9:Pozostale;2668.1;3822.15;2;6
23256;221360711;Podkarpackie;Kobieta;25;4:Malzenstwo +2;2333;1969.31;5;6
23296;221370421;Podkarpackie;Kobieta;44;4:Malzenstwo +2;1318;1000.21;5;6
23325;221371111;Podkarpackie;Mezczyzna;54;9:Pozostale;3483.17;2639.31;5;6
23378;221380911;Podkarpackie;Mezczyzna;55;9:Pozostale;1260.5;1377.62;5;6
23388;221381211;Podkarpackie;Mezczyzna;45;4:Malzenstwo +2;1985.46;2143.64;5;6
23431;221390921;Podkarpackie;Mezczyzna;51;3:Malzenstwo +1;1500;1851.18;3;6
23438;221391111;Podkarpackie;Kobieta;48;9:Pozostale;5143;3565.56;3;6
23444;221391121;Podkarpackie;Mezczyzna;88;2:Malzenstwo bez dzieci;1891.64;838.78;5;6
23490;221401021;Podkarpackie;Mezczyzna;86;9:Pozostale;8003.52;5846.42;7;6
23509;221410322;Podkarpackie;Mezczyzna;43;9:Pozostale;3256.82;2324.61;7;6
23534;221410921;Podkarpackie;Kobieta;62;1:Osoba samotna;1413.5;1277.26;3;6
23543;221411121;Podkarpackie;Kobieta;26;9:Pozostale;4289.4;4695.89;4;6
23546;221411121;Podkarpackie;Kobieta;35;9:Pozostale;4289.4;4695.89;1;6
23548;221411211;Podkarpackie;Kobieta;50;9:Pozostale;6834.1;4758.75;5;6
23551;221411211;Podkarpackie;Kobieta;28;9:Pozostale;6834.1;4758.75;5;6
23569;221420321;Podkarpackie;Mezczyzna;47;9:Pozostale;1135.38;2624.92;3;6
23573;221420411;Podkarpackie;Kobieta;78;9:Pozostale;1339.81;1424.75;7;6
23645;221430711;Podkarpackie;Kobieta;26;9:Pozostale;2227.88;1724;3;6
23773;221451211;Podkarpackie;Kobieta;78;1:Osoba samotna;736;1200.06;7;6
23793;221460521;Podkarpackie;Kobieta;55;9:Pozostale;1261.85;3111.49;5;6
23796;221460621;Podkarpackie;Mezczyzna;50;3:Malzenstwo +1;1618.01;1431.95;5;6
23816;221461021;Podkarpackie;Mezczyzna;53;9:Pozostale;2624.52;2381.04;7;6
23833;221470211;Opolskie;Kobieta;47;9:Pozostale;1506.5;1897.74;3;6
23850;221470711;Opolskie;Kobieta;37;4:Malzenstwo +2;4852.82;2001.73;3;6
23864;221471111;Opolskie;Mezczyzna;37;3:Malzenstwo +1;27712.8;15993.39;2;6
23933;221490321;Opolskie;Mezczyzna;25;9:Pozostale;5429;3758.28;5;6
23934;221490421;Opolskie;Kobieta;26;9:Pozostale;3808.01;2251.71;3;6
23939;221490511;Opolskie;Kobieta;28;9:Pozostale;2158;949.07;5;6
24063;221520211;Opolskie;Mezczyzna;30;9:Pozostale;2361.59;1539.25;3;6
24064;221520211;Opolskie;Kobieta;27;9:Pozostale;2361.59;1539.25;5;6
24072;221520421;Opolskie;Mezczyzna;31;9:Pozostale;3695.38;2455.36;5;6
24103;221530111;Opolskie;Mezczyzna;65;2:Malzenstwo bez dzieci;2549.87;2439.8;7;6
24106;221530121;Opolskie;Kobieta;52;3:Malzenstwo +1;1351.76;1951.24;3;6
24111;221530221;Opolskie;Mezczyzna;20;3:Malzenstwo +1;5228.35;1770.67;3;6
24120;221530511;Opolskie;Kobieta;57;9:Pozostale;1939.54;1100.84;7;6
24141;221531021;Opolskie;Kobieta;82;9:Pozostale;3656.2;3689.78;7;6
